Date,AAPL,CVX,IBM,XOM,GS,BA,MON,TEVA,CME
2007-01-03,80.1,55.48,85.07,62.22,185.03,74.52,46.73,27.2,83.93
2007-01-04,81.88,54.94,85.98,61.06,183.3,74.82,45.92,27.53,84.54
2007-01-05,81.29,55.15,85.2,61.49,183.49,74.5,46.31,28.02,84.94
2007-01-08,81.69,55.86,86.5,61,187.8,74.32,45.7,28.61,85.84
2007-01-09,88.48,55.21,87.52,60.53,188.12,73.54,45.39,28.55,86.34
2007-01-10,92.71,54.26,86.49,59.6,191.84,74.6,45.07,28.62,88.81
2007-01-11,91.57,53.7,86.28,59.6,195.31,74.24,45.21,28.39,89.34
2007-01-12,90.44,55,86.88,61.01,197.26,73.65,46.25,28.48,92.12
2007-01-16,92.81,54.46,88.18,60.14,196.89,73.54,48.53,28.62,91.44
2007-01-17,90.75,55.36,87.48,60.84,196.56,74.23,49.02,28.61,93.4
2007-01-18,85.13,55.44,86.98,60.42,193.29,73.54,48.83,29.52,92.68
2007-01-19,84.59,56.54,84.11,61.74,194.17,74.07,49.1,29.73,92.65
2007-01-22,82.96,55.68,84.93,61.21,196.65,71.53,48.2,30.18,91.48
2007-01-23,81.91,56.72,84.91,62.54,196.34,73,49.71,30.42,93.78
2007-01-24,82.87,56.94,85.19,62.89,203.23,73.2,50.67,30.22,94.93
2007-01-25,82.44,55.91,85.28,61.73,196.74,72,49.58,29.93,92.92
2007-01-26,81.61,55.89,85.23,61.8,197.14,71.39,50.31,30.11,94.5
2007-01-29,82.14,55.92,86.18,61.46,194.86,71.45,49.89,30.24,92.42
2007-01-30,81.77,57.12,86.91,62.46,192.78,71.87,49.74,30.24,91.2
2007-01-31,81.94,56.97,86.72,62.22,195.9,74.84,49.81,30.54,90.4
2007-02-01,81,58.22,86.58,63.04,195.75,76.09,49.58,30.83,92.73
2007-02-02,81.01,57.88,86.73,63.43,197.07,75.25,50.22,30.73,92.9
2007-02-05,80.23,57.68,87.79,63.53,196.26,75.81,49.09,30.49,92.7
2007-02-06,80.43,57.36,87.33,63.36,198.2,76.03,49.37,30.35,92.93
2007-02-07,82.34,56.79,87.32,63.06,197.18,75.79,49.38,30.29,94.26
2007-02-08,82.37,57.65,87.39,63.63,197.5,75.1,49.02,30.37,93.75
2007-02-09,79.59,57.32,86.45,63.43,196.93,75.5,49.02,30.45,92
2007-02-12,81.13,56.54,86.48,62.9,194.95,74.83,48.61,30.76,90.51
2007-02-13,80.96,56.93,86.22,63.62,196.24,74.9,49.23,32.15,91.8
2007-02-14,81.53,56.84,87.02,63.75,200.74,75.45,50.4,33.03,91.96
2007-02-15,81.45,56.19,86.78,63.53,200.2,76.94,50.28,32.54,91.89
2007-02-16,81.08,55.75,86.84,63.48,200.29,76.29,50.31,32.89,92.24
2007-02-20,82.1,55.21,87.15,63.13,204.01,76.36,50.48,33.25,92.6
2007-02-21,85.26,55.07,86.92,63.05,203.28,76.31,50.88,33.44,91.04
2007-02-22,85.56,55.64,86.41,63.31,202.19,75.99,51.06,32.92,88.27
2007-02-23,85.13,55.96,85.73,63.43,199.91,75.74,50.4,32.82,87.44
2007-02-26,84.6,56.23,85.01,63.58,197.6,74.6,49.54,32.72,86.11
2007-02-27,80.22,54,82.42,60.57,180.98,73.15,47.42,30.97,82.01
2007-02-28,80.87,53.95,81.53,60.44,186.29,73.2,47.66,31.02,86.53
2007-03-01,83.21,53.23,80.94,59.86,184.36,73.7,47.35,30.36,87.5
2007-03-02,81.64,52.59,79.74,59.03,180.67,73.01,46.04,30.27,86.7
2007-03-05,82.51,52.3,80.54,59.01,175.44,73,45.93,30.29,88.97
2007-03-06,84.29,53.28,82.28,59.87,182.24,73.67,47.61,31.43,90.6
2007-03-07,83.84,53.8,82.41,60.41,180.6,74.42,47.91,31.57,90.17
2007-03-08,84.11,53.9,81.58,60.58,184.61,74.57,48.83,31.91,91.24
2007-03-09,84.08,53.91,81.83,59.97,186.24,75.09,48.85,31.89,91.29
2007-03-12,85.9,54.19,82.56,59.76,187.07,76.51,49.42,31.92,91.21
2007-03-13,84.49,53.41,81.33,58.95,183.77,75.04,47.45,31.23,88.47
2007-03-14,86.02,53.79,82.25,59.88,184.81,75.48,47.84,31.71,90.65
2007-03-15,85.61,54.23,81.98,59.61,185.49,76.37,47.71,31.64,85.65
2007-03-16,85.63,53.6,81.8,58.91,183.75,75.5,46.61,31.88,84.7
2007-03-19,87.1,54.63,82.45,59.95,186.92,75.77,48.12,31.87,85.23
2007-03-20,87.44,55.15,82.9,60.71,188.36,75.63,48.15,31.91,85.58
2007-03-21,89.72,56.17,83.65,61.75,194.78,76.17,49.73,32.55,86.87
2007-03-22,89.81,57.42,83.5,62.7,193.98,75.98,49.28,32.25,87.46
2007-03-23,89.39,58.03,83.36,63.26,195.65,76.32,49.57,32.48,86.93
2007-03-26,91.61,58.58,83.34,63.64,195.5,76.2,50.28,32.48,86.5
2007-03-27,91.24,58.4,83.1,63.84,193.78,75.94,49.23,32.11,86.38
2007-03-28,89.12,58.33,82.69,63.71,190.91,75.04,49.08,32,85.07
2007-03-29,89.61,59.01,82.96,64.29,191.32,75.3,49.61,32.14,85.37
2007-03-30,88.8,58.23,82.69,63.62,190.79,74.59,49.69,32.65,85.58
2007-04-02,89.51,58.92,83.52,64.22,189.89,74.52,49.74,32.63,87.42
2007-04-03,90.32,59.32,84.3,64.76,193.67,75.42,50.75,33.1,88.55
2007-04-04,90.1,59.49,84.4,65.02,192.79,75.73,52.37,33.13,89.54
2007-04-05,90.5,59.53,84.67,65.11,191.99,75.92,52.15,33.06,88.96
2007-04-09,89.51,59.44,84.76,64.76,192.92,75.53,52.82,32.98,88.48
2007-04-10,90.09,60.66,84.62,65.41,193.03,76.21,52.14,33.14,88.48
2007-04-11,88.5,60.28,83.48,64.73,191.07,75.48,51.82,32.8,88.48
2007-04-12,88.12,60.76,83.92,65.26,191.18,76.21,52.71,32.36,88.94
2007-04-13,86.25,60.64,83.28,65.27,190.67,76.36,52.9,32.39,88.64
2007-04-16,87.39,61.31,84.37,65.91,198.08,75.76,53.34,32.22,89.81
2007-04-17,86.36,61.38,85.2,66.11,198.43,75.88,53.25,32.46,89.72
2007-04-18,86.41,61.23,83.16,65.94,200.14,78.76,52.84,32.53,89.78
2007-04-19,86.28,60.48,82.71,65.31,202.48,78.01,52.74,32.4,89.02
2007-04-20,86.95,61.77,82.97,67.25,203.46,78.26,53.66,32.11,89.35
2007-04-23,89.38,61.07,83.52,66.78,205.7,78.55,53.46,31.54,87.98
2007-04-24,89.12,60.71,86.4,66.28,204.13,78.58,53.41,32.19,85.4
2007-04-25,91.14,61.67,89,67.39,208.64,79.43,54.45,32.9,85.3
2007-04-26,94.47,61.56,88.51,67.92,207.91,79.07,54.34,34.1,83.38
2007-04-27,95.51,61.48,88.75,67.76,207.42,78.87,54.64,34.03,83.9
2007-04-30,95.39,61.25,89.66,66.93,202.18,78.02,53.46,33.41,83.06
2007-05-01,95.08,61.69,90.5,67.17,202.15,78.21,52.32,33.97,82.39
2007-05-02,95.95,61.92,89.67,67.3,202.99,78.71,53.13,34.52,82.82
2007-05-03,95.96,62.64,90.18,68.03,204.9,78.73,53.92,34.22,83.74
2007-05-04,96.36,62.44,90.32,67.92,210.25,78.53,53.89,34.15,82.76
2007-05-07,99.33,62.66,90.49,68.16,210.14,79.33,54.11,33.93,81.64
2007-05-08,100.42,63.03,90.96,68.62,208.04,79.03,53.37,33.72,81.77
2007-05-09,102.16,62.79,91.92,68.65,209.54,79.22,53.55,33.5,81.48
2007-05-10,102.6,61.56,92.19,67.23,206.33,78.14,52.44,33.62,80.04
2007-05-11,103.94,63.02,93.33,68.79,210.4,78.65,53.06,34.93,86.2
2007-05-14,104.53,63.67,92.97,68.81,209.18,78.78,52.83,34.96,85.1
2007-05-15,102.77,63.56,92.32,68.7,207.51,79.44,55.29,34.86,84.13
2007-05-16,102.6,64.02,93.23,68.98,210.04,80.28,55.97,35.38,83.83
2007-05-17,104.6,64.6,92.74,69.27,210.29,81.5,56.54,35.2,84.19
2007-05-18,105.16,65.71,95.1,70.51,213.02,81.36,56.03,35.01,83.56
2007-05-21,107.03,65.69,94.26,70.79,212,81.59,56.03,35.47,82.78
2007-05-22,108.52,65.17,93.96,70.09,213.37,81.24,55.25,35.49,83.93
2007-05-23,107.9,64.56,92.98,70.28,211.36,80.47,54.82,35.33,83.48
2007-05-24,105.8,63.42,91.54,69.68,208.71,82.03,54.21,34.91,82.33
2007-05-25,108.6,64.34,92.63,70.72,208.58,82.73,54.84,35,82.53
2007-05-29,109.3,64.01,93.27,69.97,211.27,82.94,54.81,34.84,84.55
2007-05-30,113.52,65.23,94.17,71.13,214.56,84.67,55.88,34.47,84.84
2007-05-31,115.84,64.63,93.88,70.43,213.47,84.7,55.82,34.28,85.35
2007-06-01,113.17,65.21,93.82,71.32,213.37,84.06,56.39,34.51,86.31
2007-06-04,115.97,65.93,93.55,71.32,212.44,84.19,55.79,34.64,86.03
2007-06-05,117.25,65.61,93.21,71.35,212.12,83.78,56.23,34.57,86.68
2007-06-06,118.18,64.86,90.19,70.81,210.26,82.76,55.01,34.37,87.32
2007-06-07,118.59,63.6,89.65,69.41,203.51,81.54,53.63,34.09,86.85
2007-06-08,118.99,63.99,90.77,70.02,208.14,82.68,54.77,34,88.48
2007-06-11,114.88,64.52,90.9,70.34,210.08,82.14,55.16,34.7,89.68
2007-06-12,115.06,63.89,90.13,69.44,210.72,81.24,54.49,34.79,88.3
2007-06-13,112.31,64.36,90.81,70.58,216.08,82.91,56.45,35.02,88.74
2007-06-14,113.5,65.29,91.45,71.79,208.78,83.34,57.37,34.74,88.14
2007-06-15,115.18,65.96,92.55,72.78,209.19,82.64,58.78,34.98,88.98
2007-06-18,119.56,66.13,92.76,73.13,209.91,82.01,59.8,35.05,87.9
2007-06-19,118.2,66.05,93.79,72.69,212.22,81.61,61.11,34.78,87.94
2007-06-20,116.18,64.21,93.35,70.14,208.91,80.9,59.8,34.61,87.56
2007-06-21,118.43,65.71,93.88,71.39,209.84,81.84,60.87,35.02,88.42
2007-06-22,117.57,64.67,91.97,69.88,205.68,80.77,61.21,35.4,86.92
2007-06-25,116.93,65.78,92.56,69.75,200.45,80.47,60.93,35.54,85.87
2007-06-26,114.36,65.59,92.76,69.29,198.07,79.98,60.9,35.84,85.47
2007-06-27,116.5,66.53,92.85,70.69,202.84,79.7,59.81,36.07,87.28
2007-06-28,115.23,66.76,93.3,70.8,202.5,80.13,60.42,35.88,87.01
2007-06-29,116.65,66.81,92.69,71.03,200.46,80.97,61.2,36.07,86.02
2007-07-02,115.9,67.53,92.48,71.83,202.7,81.48,62.16,36.5,85.73
2007-07-03,121.55,68.47,93.86,72.29,207.67,82.22,61.17,36.27,86.83
2007-07-05,126.88,68.66,95.15,72.12,204.68,82.82,60.29,36.09,89.46
2007-07-06,126.45,69.54,96.02,73.22,206.83,83.26,60.68,36.24,92.54
2007-07-09,124.57,70.98,95.96,74.05,206.51,84.12,60.94,36.18,91.86
2007-07-10,126.5,70.58,95.66,73.25,200.76,84.41,59.49,36.18,90.28
2007-07-11,126.54,71.97,96.08,73.92,200.43,84.3,59.88,36.83,93.38
2007-07-12,128.15,73.99,96.24,75.89,203.73,84.86,62.14,37.76,94.63
2007-07-13,131.64,74.02,95.64,76.5,205.48,85.79,63.6,38.09,94.1
2007-07-16,132,73.06,96.57,75.96,203.83,85.95,63.36,37.99,94.39
2007-07-17,132.77,72.25,97.55,75.45,202.91,85.93,62.99,38.34,93.98
2007-07-18,132.02,73.82,97.82,77.19,198.83,85.73,63.2,38.45,92.99
2007-07-19,133.81,73.75,102.03,78.15,195.78,86.29,63.24,38.16,92.08
2007-07-20,137.4,73.06,101.11,77.86,190.46,87.45,62.68,37.51,90.47
2007-07-23,137.35,73.41,102.49,79.13,189.63,87.6,63.3,38.14,90.09
2007-07-24,128.93,71.26,102.3,76.93,183.25,87.4,62.15,37.99,88.38
2007-07-25,131.2,72.21,104,78.58,187.89,90.29,60.37,37.86,88.14
2007-07-26,139.55,69.36,102.62,74.72,180.45,87.32,58.81,37.46,86.53
2007-07-27,137.49,67.57,101.82,72.48,178.49,87.33,57.6,36.96,89.59
2007-07-30,135.18,68.54,100.85,72.84,181.35,88.87,59.05,37.02,92.01
2007-07-31,125.94,67.62,97.44,72.09,174.49,87.09,58.51,36.74,88.95
2007-08-01,129.04,67.55,98.67,72.69,175.11,88.02,59.16,37.25,90.37
2007-08-02,130.46,66.53,99.72,72.13,173.68,89.2,58.99,37.93,89.51
2007-08-03,126.02,64.25,98.54,69.51,166.47,87.77,58.17,36.94,89.81
2007-08-06,129.27,65.05,100.3,70.75,173.99,87.86,58.02,37.16,92.44
2007-08-07,129.06,65.97,99.98,72.57,177.19,86.91,59.63,37.86,93.21
2007-08-08,128.09,66.88,99.85,74.44,179.09,86.79,62.64,38.3,97.4
2007-08-09,120.81,64.33,97.86,71.08,168.85,83.05,63.07,37.64,95.59
2007-08-10,119.48,66.16,99.55,71.85,167.23,83.17,61.97,37.97,95.67
2007-08-13,122.14,65.39,99.61,70.5,164.45,84.53,61.32,37.8,93.54
2007-08-14,118.55,65.39,99.02,70.68,157.27,82.49,59.51,37.59,90.52
2007-08-15,114.6,64.5,98.3,69.45,152.78,80.7,57.62,37.24,86.92
2007-08-16,111.88,65,96.94,68.59,157.36,78.35,56.94,35.79,85.24
2007-08-17,116.67,67.38,98.01,71.54,162.14,81.05,57.28,36.15,87.55
2007-08-20,116.82,67.8,96.52,71.87,160.06,82.13,57.9,35.95,86.55
2007-08-21,121.93,67.33,96.36,70.7,162.58,81.91,58.19,35.84,89.19
2007-08-22,126.66,68.2,97.21,71.06,164.81,82.79,60.37,35.95,88
2007-08-23,125.28,68.27,98.49,71.21,164.45,81.73,59.55,35.8,89.36
2007-08-24,129.32,69.66,100.08,72.86,166.52,83.2,61.72,36.6,90.21
2007-08-27,126.41,69.49,100.25,72.37,164.87,83.26,61.52,36.74,89.93
2007-08-28,121.22,67.33,98.98,70.57,158.38,80.81,59.43,36.31,89.22
2007-08-29,128.16,69.25,101.25,72.46,160.95,81.87,61.52,37.18,90.17
2007-08-30,130.23,69.64,101.96,72.61,158.78,81.83,62.5,37.52,88.9
2007-08-31,132.36,70.09,103.13,72.89,163.07,81.7,63.31,37.68,89.32
2007-09-04,137.79,70.87,104.45,74.17,167.51,81.04,64.86,38.23,90.93
2007-09-05,130.72,70.57,104.18,74.16,164.74,80.97,63.99,38.33,90.88
2007-09-06,129.04,71.03,103.95,74.39,166.01,81.28,64.22,38.12,89.81
2007-09-07,125.95,70,102.12,72.91,165.82,80.13,63.46,38.02,87.82
2007-09-10,130.67,69.53,102.34,72.15,170.11,80.54,64.03,37.93,87.01
2007-09-11,129.5,70.76,103.71,73.92,170.01,82.33,65.1,37.99,88.38
2007-09-12,130.8,71.23,102.52,74.52,169.11,83.07,65.16,38.57,87.58
2007-09-13,131.14,71.95,102.47,75.35,174.62,83.6,65.7,38,88.8
2007-09-14,132.68,72.4,101.75,75.39,176.58,83.94,66.73,38.17,88.45
2007-09-17,132.29,72.62,101.21,75.89,173.82,83.34,68.49,37.94,87.08
2007-09-18,134.69,74.55,103.07,78.02,185.76,83.2,70.7,38.51,89.08
2007-09-19,134.55,75.16,103.11,78.32,190.39,84.51,72.97,38.79,88.99
2007-09-20,134.11,75.21,103.28,78.3,188.57,85.54,71.76,38.24,87.43
2007-09-21,137.78,75.75,103.21,78.48,194.54,86.68,71.55,37.91,87.75
2007-09-24,141.73,75.36,102.74,77.99,194.96,87.07,71.85,38.54,87.08
2007-09-25,146.41,73.38,102.97,78.19,195.4,88.65,73.39,38.73,89.07
2007-09-26,146.02,73.89,103.66,78.54,198.83,88.25,76.03,38.94,93.69
2007-09-27,147.67,74.68,104.03,79.05,200.84,89.1,76.75,39.18,94.89
2007-09-28,146.69,74.74,104.11,78.7,200.81,88.7,77.84,38.97,94.7
2007-10-01,149.43,75.43,105.19,79.88,206.59,90.11,77.82,39.37,98.08
2007-10-02,151.45,73.93,104.6,78.42,211.26,89.5,76.88,39.27,97.21
2007-10-03,150.94,73.06,102.87,77.65,210.64,88.48,76.63,38.83,98.44
2007-10-04,149.34,73.35,102.24,77.3,209.34,88.29,77.11,38.42,97.52
2007-10-05,154.32,73.73,102.78,77.68,211.7,86.39,79.08,38.42,101.44
2007-10-08,160.49,73.14,104.08,77.1,210.28,85.39,79.85,38.72,100.77
2007-10-09,160.44,74.12,104.55,78.79,221.62,85.71,81.44,38.45,101.71
2007-10-10,159.42,73.54,104.83,79.18,218.6,83.37,80.76,38.79,100.93
2007-10-11,155.06,72.68,104.33,78.78,212.18,81.33,82.59,39.32,100.37
2007-10-12,159.86,73.01,104.12,79.48,216.39,81.69,85.09,39.64,101.5
2007-10-15,159.6,73.74,104.31,80.62,212.48,80.12,83.1,39.69,100.4
2007-10-16,162.09,74.64,105.7,80.55,208.3,81.06,82.73,39.51,100.01
2007-10-17,165.12,74.49,102.32,80.6,210.89,80.76,80.49,39.79,100.18
2007-10-18,165.83,73.81,101.46,80.81,211.1,81.9,82.51,39.65,100.44
2007-10-19,162.89,71.3,99.23,78.34,201.69,79.34,80.26,38.93,98.94
2007-10-22,166.66,70.64,100.19,77.29,205.85,80.21,79.27,38.86,99.75
2007-10-23,177.93,71.02,101.35,77.67,207.31,80.22,81.72,39.19,102.32
2007-10-24,177.71,71.8,99.82,78.33,208.57,79.64,81.63,38.73,104.8
2007-10-25,174.7,72.86,99.7,77.86,210.33,81.11,84.11,39.06,108.37
2007-10-26,176.54,73.2,100.51,78.4,218.92,81.13,85.77,39.03,106.9
2007-10-29,176.91,74.18,101.46,79.59,226.24,81.95,86.91,38.99,106.74
2007-10-30,178.74,71.95,100.85,77.49,223.01,82.23,84.6,38.51,105.79
2007-10-31,181.56,73.09,102.62,78.21,230.05,83.3,88.82,38.57,107.42
2007-11-01,179.16,71.11,100.44,75.24,222.9,81.62,85.34,38.24,104.63
2007-11-02,179.57,70.67,101.27,74.76,213.05,82.6,85.9,38.7,104.76
2007-11-05,177.95,70.67,100.22,74.53,202.65,82.77,84.96,38.83,105.24
2007-11-06,183.32,72.39,100.01,76.84,207.08,82.55,88.01,39.35,107.88
2007-11-07,178.07,69.92,98.52,74.43,198.74,82.16,86.02,38.92,106.41
2007-11-08,167.72,71.23,94.11,76.32,194.81,81.64,89.42,39.23,106.78
2007-11-09,158.06,69.69,88.91,74.13,196.1,79.88,88,39.46,104.27
2007-11-12,146.97,68.1,89.98,72.16,199.24,78.74,81.17,38.89,102.03
2007-11-13,162.45,69.35,93.36,74.15,216.25,79.45,85.24,39.74,104.4
2007-11-14,158.77,69.27,91.74,73.67,216.5,78.68,86.19,39.28,105.03
2007-11-15,157.04,67.67,91.88,72.11,210.66,77.45,84.38,38.94,104.48
2007-11-16,159.04,69.13,92.94,72.64,209.02,76.3,85.77,39.19,105.24
2007-11-19,156.71,68.37,90.66,71.79,204.65,74.85,82.66,38.85,104.96
2007-11-20,161.39,70.68,91.72,74.96,201.81,74.5,84.53,39.31,104.62
2007-11-21,161.02,68.95,90.66,74.29,194.4,74.12,79.81,38.38,102.03
2007-11-23,163.96,69.69,92.28,75.36,200.88,75.92,82.25,38.45,102.99
2007-11-26,164.92,67.37,90.44,73.13,192.5,76.25,81.27,38.32,100.72
2007-11-27,167.09,67.79,92.09,73.73,197.96,77.78,83.64,38.55,100.45
2007-11-28,172.26,69.2,95.23,75.04,211.12,79.37,90.16,39.03,105.35
2007-11-29,176.15,69.6,95.34,75.61,208.21,79.04,89.31,38.96,106.25
2007-11-30,174.17,70.57,93.28,76.1,210.31,78.47,90.4,39.2,106.19
2007-12-03,170.96,70.63,93.86,75.84,210.54,77.83,92.44,39.6,106.54
2007-12-04,171.87,70.08,94.57,75.21,199.71,76.3,92.24,39.39,108.07
2007-12-05,177.3,71.8,95.93,76.75,202.53,76.91,95.35,39.68,112.42
2007-12-06,181.56,73.47,97.29,78.05,206.47,77.82,96.81,39.51,112.97
2007-12-07,185.72,73.14,96.55,78.1,202.19,78.99,96.65,40.04,114.13
2007-12-10,185.63,73.75,97.02,78.55,208.05,78.55,99.49,39.71,113.41
2007-12-11,180.21,72.28,94.89,77.06,195.93,75.21,93.4,39.43,109.96
2007-12-12,182.43,73.8,96.2,78.46,197.26,73.7,93.74,39.87,111.09
2007-12-13,183.35,74.84,95.94,79.14,193.46,75.08,95.51,39.88,113.16
2007-12-14,181.98,73.99,93.81,77.82,195.49,74.97,95.07,39.25,112.85
2007-12-17,176.25,72.35,92.71,76.72,193.59,74.11,92.05,38.42,111.63
2007-12-18,174.9,73.32,94.29,78.03,186.99,73.91,91.89,38.84,111.71
2007-12-19,175.03,73.09,95.02,78.04,189.45,73.45,93.74,38.7,111.95
2007-12-20,178.94,74.01,96.53,78.64,188.06,73.93,98.67,39.14,113.16
2007-12-21,185.34,75.61,98.49,79.75,194.49,75.52,101.26,39.68,114.74
2007-12-24,190.02,75.97,99.02,79.94,198.87,76.33,104.14,40.83,112.03
2007-12-26,190.16,76.26,98.94,80.92,201.07,76.31,104.92,41.12,111.39
2007-12-27,189.8,75.38,97.2,79.95,196.68,75.36,102.25,41.03,109.45
2007-12-28,191,76.27,97.64,81.09,196.67,74.83,101.21,41.13,110.18
2007-12-31,189.33,75.04,95.87,79.97,199.55,74.16,101.61,40.83,110.74
2008-01-02,186.23,75.15,92.85,79.81,192.64,73.45,101.57,41.28,108.8
2008-01-03,186.32,76.07,93.03,80.09,190.08,73.75,110.18,42.79,104.99
2008-01-04,172.09,75.06,89.69,78.59,185.52,72.77,109,42.01,100.33
2008-01-07,169.79,74.08,88.73,77.86,180.7,70.27,109.74,42.08,99.13
2008-01-08,163.68,73.13,86.55,76.86,175.84,67.76,109.36,43.27,96.54
2008-01-09,171.47,74.43,87.19,78.15,177.93,68.09,108.92,43.61,96.91
2008-01-10,170.15,73.89,88.62,78.23,182.72,69.84,111.2,41.64,98.75
2008-01-11,165.06,72.9,86.62,77.07,184.42,68.28,109.91,42.14,99.71
2008-01-14,170.88,73.1,91.29,77.53,187.12,69.25,115.94,41.69,100.63
2008-01-15,161.57,70.97,90.31,75.98,179.36,66.02,112.38,41.28,96.33
2008-01-16,152.59,69.35,90.13,73.86,183.27,67.72,102.69,41.68,93.11
2008-01-17,153.78,66.54,89.66,71.62,177.22,67.43,90.76,42.02,87.94
2008-01-18,154.23,67.11,91.7,72.62,173.72,66.48,96.35,42.27,90.14
2008-01-22,148.76,65.33,89.77,70.37,176.95,65.8,94.48,40.3,93.79
2008-01-23,132.93,65.49,94.1,71.23,185.02,64.93,95.21,39.33,98.47
2008-01-24,129.61,67.28,94.82,73.4,184.84,65.82,100.68,39.64,102.53
2008-01-25,124.27,65.79,92.7,71.65,177.89,65.32,98.52,38.81,101.54
2008-01-28,124.27,66.62,93.11,72.66,182.43,65.8,100.81,38.64,100.89
2008-01-29,125.73,66.41,94.1,72.62,182.24,68.65,100.53,38.99,99.6
2008-01-30,126.34,66.92,93.7,72.79,184.57,70.27,101.65,39.37,96.58
2008-01-31,129.38,66.94,94.99,73.15,185.49,70.53,101.67,40.44,99.67
2008-02-01,127.84,66.33,96.74,73.36,193.15,70.17,104.42,40.04,98.48
2008-02-04,125.83,65.95,95.72,72.93,186.66,70.29,104.12,40.8,99.93
2008-02-05,123.64,64.12,93.14,70.08,176.49,69.27,98.01,40.39,95.05
2008-02-06,116.61,62.32,92.22,69.51,173.99,68.09,96.93,40.58,78.33
2008-02-07,115.88,63.31,91.11,70.2,177.04,67.95,94.7,40.86,85.24
2008-02-08,119.94,63.73,91.94,70.04,173.89,67.6,100.15,40.97,83.46
2008-02-11,123.73,64.67,93.6,71.34,172.78,69.13,103.9,41.2,84.19
2008-02-12,119.34,65.22,94.84,72.33,167.93,71.2,104.83,40.87,85.6
2008-02-13,123.68,66.5,96.52,73.28,167.49,72.84,103.88,41.85,86.37
2008-02-14,121.83,67.09,94.49,73.33,164.12,72.62,105.7,41.32,85.71
2008-02-15,119.12,67.7,94.51,73.18,165.84,72.58,105.1,41.31,85.07
2008-02-19,116.78,68.7,93.48,74.59,161.56,72.74,107.4,42.09,83.94
2008-02-20,118.35,69.92,96.02,75.52,164.77,71.58,108.47,42.23,84.19
2008-02-21,116.17,68.66,95.2,74.51,162.83,69.88,106.08,42.19,83.37
2008-02-22,114.18,69.18,96.21,74.72,165.19,70.76,106.3,43.01,84.77
2008-02-25,114.45,70.6,98,76.4,164.87,72.14,111.09,43.62,85.72
2008-02-26,113.89,71.36,101.83,77.06,160.54,72.06,110.03,43.73,85.44
2008-02-27,117.53,71.44,103.68,76.63,168.07,71.53,108.67,43.67,85.03
2008-02-28,124.17,72.09,102.6,76.62,164.25,72.26,107.99,43.51,83.51
2008-02-29,119.5,70.18,101.37,74.59,157.68,70.55,105.4,43.22,82.86
2008-03-03,116.35,70.62,101.7,75.22,153.45,68.74,108.09,42.93,83.46
2008-03-04,119.11,70.24,103.01,74.31,152.08,67.84,101.79,43.17,81.2
2008-03-05,118.99,71.91,102.73,74.74,153.35,68.77,105.01,43.59,83.69
2008-03-06,115.59,71.1,100.17,72.44,147.48,67.75,104.25,42.05,81.78
2008-03-07,116.85,69.05,101.44,70.71,148.8,65.27,97,42.05,79.51
2008-03-10,114.4,68.62,101.5,70.69,144.62,63.38,92.22,41.03,74.63
2008-03-11,121.72,71.4,103.71,74.3,151.58,62.54,98.75,41.67,81.62
2008-03-12,120.46,70.24,104.23,73.69,151.53,61.73,96.61,41.29,80.64
2008-03-13,122.29,70.49,103.19,74.62,153.79,63.21,100.24,40.79,82
2008-03-14,121.02,69.11,102.59,73.64,145.81,64.96,99.12,40.08,78.64
2008-03-17,121.13,68.18,102.87,73.54,140.38,64.32,97.17,39.66,72.68
2008-03-18,126.95,69.74,105.42,75.84,163.22,65.21,102.12,41.02,76.53
2008-03-19,123.94,66.32,104.11,72.37,154.76,62.59,90.08,40.6,72.79
2008-03-20,127.38,67.39,105.35,72.86,166.98,63.74,88.5,40.72,76.36
2008-03-24,133.36,68.03,106,73.68,166.28,65.01,95,40.27,78.95
2008-03-25,134.75,68.46,105.03,73.03,166.98,64.67,104.36,40.31,81.41
2008-03-26,138.65,68.8,104.08,73.94,163.12,65.02,104.55,40.07,79.1
2008-03-27,134.05,68.35,102.85,73.89,156.3,63.24,103.34,41.08,79.18
2008-03-28,136.69,68.43,102,73.05,152.87,62.6,104.14,40.52,77.55
2008-03-31,137.16,69.13,102.51,72.5,153.74,63.37,101.59,40.68,75.9
2008-04-01,142.92,70.25,103.71,74.59,164.4,64.66,103.08,41.65,80.89
2008-04-02,140.97,70.87,102.21,75.88,164.41,65.48,102.21,41.47,82.21
2008-04-03,144.91,71.04,103.29,75.63,164.1,64.88,107.49,41.05,83.14
2008-04-04,146.32,71.31,103.06,76.07,163.05,64.46,108.87,41.49,82.61
2008-04-07,149,71.48,103.55,76.22,166.14,63.89,109.13,40.73,82.35
2008-04-08,146.09,72.3,103.51,76.82,166.3,63.92,110.22,40.46,82.63
2008-04-09,144.75,72.85,103.96,76.89,161.87,66.97,109.41,40.12,80.75
2008-04-10,147.72,72.56,105.75,76.76,158.54,66.83,109.75,40.62,80.83
2008-04-11,140.64,71.91,103.27,75.97,155.52,65.49,110.53,41.16,79.1
2008-04-14,141.25,72.32,104.41,76.89,152.07,65.8,112.7,40.75,77.17
2008-04-15,141.82,73.02,104.31,77.84,152.63,64.5,111.95,40.52,78.39
2008-04-16,146.91,74.45,107.25,79.63,157.14,65.33,120.04,41,80.39
2008-04-17,147.66,74.5,109.58,80.05,159.98,65.53,116.2,40.83,80.64
2008-04-18,153.92,75.46,110.75,80.58,167.26,67.03,117.89,41.47,81.5
