Date,AAPL,CVX,IBM,XOM,GS,BA,MON,TEVA,CME
2013-12-02,544.91,120.24,175.49,92.24,169.15,132.66,112.43,40.05,77.91
2013-12-03,559.82,120.41,174.11,93.09,167.48,130.53,110.74,39.63,77.51
2013-12-04,558.52,119.68,173.77,93.37,168.13,130.03,111.25,39.46,76.64
2013-12-05,561.39,119.02,174.11,92.84,165,131.25,110.13,39.36,75.73
2013-12-06,553.6,120.19,175.68,94.34,166.65,133.67,110.91,39.08,76.99
2013-12-09,559.93,121.22,175.47,94.52,167.11,133.18,110.81,39.58,78.01
2013-12-10,559.06,121.53,175.13,94.4,169.16,132.21,110.91,40.44,76.77
2013-12-11,554.92,120,173.24,92.97,167.04,131.08,109.83,39.34,75.99
2013-12-12,554.11,118.91,171.43,94.05,167.76,131.48,109.43,38.95,77.13
2013-12-13,548.07,117.84,170.86,94,167.82,132.34,109.82,39.25,78.47
2013-12-16,551.1,118.15,175.86,95.89,170.37,133.22,110.12,39.15,79.29
2013-12-17,548.62,116.7,173.79,95.42,169.92,134.36,111.55,39.27,79.8
2013-12-18,544.45,119.51,176.7,98.17,174.25,133.98,112.92,39.27,81.49
2013-12-19,538.21,121.1,178.2,98.06,174.18,133.66,112.95,38.8,80.56
2013-12-20,542.72,120.67,178,97.33,174.57,135.15,112.87,38.95,80.67
2013-12-23,563.55,120.69,180.19,97.16,175.88,134.88,113.69,38.49,80.02
2013-12-24,561.16,121.39,181.17,97.86,175.57,135.3,114.06,39.2,79.54
2013-12-26,557.43,122.66,183.27,99.51,175.86,136.73,114.44,39.14,79.39
2013-12-27,553.66,123.08,183.01,100.12,175.76,135.37,114.52,39.32,78.42
2013-12-30,548.16,122.09,184.32,98.93,175.14,134.4,114.93,39.52,77.96
2013-12-31,554.58,122.76,185.47,99.81,176.66,134.97,115.67,39.51,77.98
2014-01-02,546.78,122.01,183.45,98.38,176.29,135.15,115.43,39.69,77.48
2014-01-03,534.77,122.21,184.55,98.14,177.55,136.08,115.47,39.31,78.71
2014-01-06,537.69,121.89,183.92,98.29,178.77,136.87,114.81,39.91,77.92
2014-01-07,533.84,122.92,187.58,99.68,177.69,138.94,112.38,40.62,77.34
2014-01-08,537.23,121.17,185.86,99.36,177.84,139.25,114.8,40.46,76.59
2014-01-09,530.37,121.17,185.28,98.39,176.8,140.54,111.47,40.98,76.63
2014-01-10,526.83,118.93,185.16,99.14,177.79,140.32,112.63,41.27,76.02
2014-01-13,529.58,117.2,182.1,97.2,175.29,139.13,110.98,40.84,73.56
2014-01-14,540.12,117.51,183.84,97.76,176.01,138.45,112.17,43.58,74.83
2014-01-15,550.97,117.13,185.64,97.42,178.15,139.05,112.57,43.38,75.29
2014-01-16,547.89,116.79,186.64,97.58,174.58,138.65,112.25,42.93,75.04
2014-01-17,534.47,117.24,187.96,97.8,175.69,138.89,112.68,43.64,75.03
2014-01-21,542.77,118.29,186.32,97.15,172.62,140.09,113.07,44.66,75.26
2014-01-22,545.18,118.36,180.21,96.54,173.1,142.76,110.39,43.68,75.38
2014-01-23,549.8,116.35,180.68,95.64,170.18,139.73,108.42,43.38,75.05
2014-01-24,539.81,114.29,177.63,93.55,167.08,135.13,107.53,42.32,73.96
2014-01-27,544.18,114.43,175.91,93.62,164.14,135.83,107.17,43.13,72.48
2014-01-28,500.69,114.83,174.87,94.34,165.69,135.56,107.61,43.47,72.75
2014-01-29,495.01,114.01,174.42,93.8,163.35,128.33,106.58,44.31,71.9
2014-01-30,494.05,114.45,175.37,92.7,165.28,125.12,106.85,44.93,73.86
2014-01-31,494.86,109.71,174.7,90.89,163.57,123.86,106.15,43.99,74.3
2014-02-03,495.78,109.23,170.96,88.81,159.28,121.71,104.24,43.38,72.73
2014-02-04,502.95,108.92,170.9,88.78,161.22,120.68,106.25,43.81,73.16
2014-02-05,506.71,107.64,172.29,88.35,159.88,120.05,106.75,44.74,73.11
2014-02-06,509.66,109.36,173.66,89.19,161.21,121.3,107.87,44.05,75.51
2014-02-07,516.79,110.12,176.22,89.97,161.39,125.6,110.33,43.89,75.22
2014-02-10,526.05,109.77,176.11,88.92,160.46,125.74,110.91,43.42,75.1
2014-02-11,532.98,111.63,178.66,90.23,163.84,128.71,110.85,43.37,76.08
2014-02-12,532.94,111.08,179.2,90.47,162.95,127.42,109.01,43.44,76.33
2014-02-13,541.41,111.56,180.79,90.81,163.51,128.78,109.47,43.22,76.52
2014-02-14,540.97,112.52,182.63,93.48,163.17,129.43,109.08,43.56,76.64
2014-02-18,542.96,111.76,182.13,93.44,164.1,129.9,109.6,45.02,75.75
2014-02-19,534.39,112.64,181.89,93.32,162.71,127.67,108.79,46.07,74.31
2014-02-20,528.2,113.63,183.19,94.73,163.95,128.84,110.28,47.87,73.31
2014-02-21,522.33,111.73,181.73,94.39,163.95,127.56,112.03,48.11,73.26
2014-02-24,524.62,113.18,182.39,95.79,165.98,128.87,108.56,47.87,73.86
2014-02-25,519.16,114,182.17,95.66,162.93,126.07,108.3,48,72.81
2014-02-26,514.48,114.53,182.99,95.14,162.8,125.9,108.6,47.83,72.13
2014-02-27,524.74,114.71,184.2,95.19,165.38,127.84,108.47,48.95,72.71
2014-02-28,523.32,114.35,184.1,95.62,166.45,128.2,109.6,49.54,73.37
2014-03-03,524.83,113.87,183.19,94.86,164.74,127.5,110.71,48.45,73.65
2014-03-04,528.29,114.34,185.36,95.87,168.73,129.5,112.81,49.07,75.53
2014-03-05,529.4,113.46,186.06,93.17,171.9,128.07,112.48,49.45,75.95
2014-03-06,527.8,113.88,186.55,93.13,172.6,128.14,113.31,49.47,76.76
2014-03-07,527.49,114.11,186.59,94.35,174.26,127.82,113.65,48.96,76.97
2014-03-10,527.97,114.86,185.31,94.86,173.51,126.18,113.17,49.67,76.73
2014-03-11,533.11,113.54,185.68,93.38,169.89,124.97,111.43,48.92,75.91
2014-03-12,533.63,114.67,185.14,93.57,169.72,123.74,112.19,48.42,76.05
2014-03-13,527.7,113.48,182.84,93.01,166.7,121.21,111.53,47.63,74.78
2014-03-14,521.78,113.13,181.16,92.84,165.35,122.42,112.78,48.54,75.36
2014-03-17,523.81,114.1,184.73,93.68,166.84,124.72,113.48,49.02,76.26
2014-03-18,528.45,115.26,185.73,94.07,168.09,123.35,113.89,49.56,75.91
2014-03-19,528.31,114.22,183.64,93.1,168.18,121.56,112.44,49.87,75.71
2014-03-20,525.76,114.53,186.81,93.94,169.22,123.04,113.57,49.48,76.92
2014-03-21,529.91,114.65,185.59,93.67,166.95,121.9,112.85,49.07,77.45
2014-03-24,536.2,114.87,187.16,94,165.72,122.73,112.31,48.79,77.04
2014-03-25,541.96,116.1,193.91,94.27,163.25,123.33,112.73,49.26,76.54
2014-03-26,536.78,116.71,191.51,94.06,161.73,122.84,111.3,48.54,75.02
2014-03-27,534.47,116.67,188.73,95.59,162.29,122.52,110.38,48.8,73.92
2014-03-28,533.88,117.5,189.35,97.04,162.3,123.77,111.9,49.11,73.83
2014-03-31,533.76,117.9,191.38,97.02,163.85,124.79,113.34,52.47,74.02
2014-04-01,538.64,117.99,193.37,97.07,165.92,127.49,113.56,52.7,72.66
2014-04-02,539.54,118.34,192.43,97.29,167.27,127.59,114.42,52.95,72.27
2014-04-03,535.8,118.03,191.57,97.27,166.09,128.06,117.04,53.69,72.18
2014-04-04,528.87,117.79,190.66,96.7,163.24,126.67,114.28,52.63,70.6
2014-04-07,520.56,116.35,193.39,96.13,158.56,124.89,112.3,51.15,67.59
2014-04-08,520.53,116.8,192.17,96.79,156.56,123.46,112.9,50.55,69.13
2014-04-09,527.37,118.09,195.5,96.67,158.16,126.17,115.08,51.83,69.53
2014-04-10,520.57,115.7,194.55,96.13,155.98,122.95,112.54,50.66,68.37
2014-04-11,516.72,116.04,194.06,96.07,152.72,121.39,110.9,49.98,66.95
2014-04-14,518.78,117.7,196.63,97.2,154.74,122.56,110.29,49.6,67.25
2014-04-15,515.08,119.28,195.88,98.01,154.92,123.58,110.63,49.27,67.79
2014-04-16,516.13,120.8,195.26,99.27,157.22,125.34,112.52,49.56,68.73
2014-04-17,522.02,122.63,188.91,99.74,157.44,127.21,112.95,50.5,69.3
2014-04-21,528.22,123.19,191.16,100.25,157.8,127.11,112.73,50.32,69.43
2014-04-22,528.75,122.95,191.04,99.69,160.46,126.84,111.94,51.09,71.14
2014-04-23,521.84,123.63,190.62,99.82,160.45,129.9,112.13,50.32,71.4
2014-04-24,564.62,123.25,189.12,99.34,160.85,129.14,110.6,49.49,70.9
2014-04-25,568.76,122.94,188.53,99.73,158.24,127.94,109.67,48.35,70.39
2014-04-28,590.79,124.67,192.02,100.49,156.54,126.33,110.27,48.98,70.75
2014-04-29,589.04,124.9,193.98,100.77,158.24,127.65,110.46,49.22,70.83
2014-04-30,586.81,124.46,195.33,101.72,159.82,128.3,110.7,48.52,70.39
2014-05-01,588.19,123.88,192.41,100.73,160.37,127.74,110.24,50.62,70.68
2014-05-02,589.29,123.66,190.33,101.32,158.88,129.21,112.2,49.51,69.57
2014-05-05,597.62,124.3,190.15,102.22,156.35,131.22,114.85,50.3,69.75
2014-05-06,591.11,123.91,188.93,101.98,154.54,130.1,114,49.24,68.55
2014-05-07,589.04,125.16,189.3,102.41,155.52,130.35,115.94,50.03,70.36
2014-05-08,587.99,124.03,188.91,101.63,157.4,130.57,115.82,49.65,69.17
2014-05-09,585.54,123.97,190.08,101.95,157.2,131.1,115.66,48.91,69.59
2014-05-12,592.83,124.18,192.57,102.23,159.55,132.6,115.97,49.64,70.91
2014-05-13,593.76,124.78,192.19,102.36,160.28,133.45,116.91,50.85,70.59
2014-05-14,593.87,125.35,188.72,102.29,159.45,132.99,117,50.18,69.81
2014-05-15,588.82,123.81,186.46,100.78,156.64,131.21,115.4,49.72,69.48
2014-05-16,597.51,123.18,187.06,100.74,156.43,130.81,116.04,49.81,68.68
